4.967141530112326731e-01,1.399355436586002144e+00,-6.751782749743815426e-01,-1.907807557877390980e+00
-1.382643011711846559e-01,9.246336829127688173e-01,-1.445186707155178274e-01,-8.603850107795019131e-01
6.476885381006924902e-01,5.963036992017412691e-02,-7.924199209999612803e-01,-4.136055334216442447e-01
1.523029856408025351e+00,-6.469367777055738955e-01,-3.079615296390402768e-01,1.887687657340190395e+00
1.102836532138097514e+00,1.688768700866982275e+00,-1.158089159196348916e+00,1.233290116109059920e+00
1.590907199883625056e+00,9.139644166969109751e-01,-3.002519020078606715e+00,1.646892746074948732e+00
-2.961795547330945411e-01,1.730448202474867969e+00,-3.054189433328122760e-01,8.930247814849514576e-01
6.853861803280736353e-03,2.900906845785974575e+00,1.906470318234462447e+00,-7.911097087531795413e-01
-3.467081509919352822e+00,-1.151240949859190676e+00,1.997214086916880182e+00,4.029263902584327983e-01
-9.890177813078234736e-01,-8.201649106327302263e-01,2.962575051524345415e+00,-4.068370693945026484e-01
1.685783639924919031e-01,-2.157233045411715011e-01,-1.184885561829803091e+00,1.486173926119627176e-02
1.223018369382348869e+00,-5.757895411873498182e-01,-6.006878995562336954e-02,2.825057661955390209e+00
1.212401698530632066e+00,2.192721546619755824e+00,-1.120055372546490569e+00,2.158791525970823244e+00
-4.452244233420584174e-01,3.676052798342601680e+00,-1.858700733019059026e+00,1.717515839505026731e+00
-1.790303396295885197e+00,4.763490674792630664e+00,2.824032193045423522e+00,9.652491176408909412e-01
-4.314104677817513611e+00,4.862259672163343538e+00,3.594406681589275010e+00,9.941953871474981108e-01
-7.901377675643245446e+00,4.052283772563882280e+00,5.398786489186342408e+00,9.931810443833727353e-01
-9.962023856078506157e+00,5.090357624740681430e+00,6.281678829559849575e+00,-9.501704542522970698e-03
-1.258328759549667453e+01,3.919780157077095595e+00,5.317554819489204831e+00,1.064892638732567315e-01
-1.230724210366491533e+01,1.213558676015272120e+00,5.411517910443809143e+00,-2.310766263570332435e-01
-8.952255388603598263e+00,8.778596511554148663e-02,6.338622684407503982e+00,-2.073394189101680496e+00
-5.025640046312327414e+00,-1.812805550067015936e+00,4.699569110878898393e+00,-1.371574448312443240e+00
-9.281480563395467787e-01,-2.934865963256378940e+00,1.156411137005187717e+00,4.604021734523529030e-01
1.584708485285279300e+00,-1.758012558219010257e+00,-3.374818059471271781e-01,-7.096737206777878892e-01
3.111196883914161493e+00,-2.564043779580329918e+00,-2.591287909233590980e+00,-4.244926390901626045e-01
2.728850980957241212e+00,-3.169666177756829128e+00,-5.473360372417497288e-01,5.890463412216817574e-01
4.383289051548296733e+00,-1.821372410715224710e+00,-2.275736646454169954e+00,1.768915824683159332e+00
4.325047686861823060e+00,1.898768233091956137e-01,-1.831366851417532082e+00,4.608695924323049642e-01
4.434421106652813194e+00,-1.009864277150176459e+00,1.567003047794293114e-01,-5.006686924936115668e-02
3.669287448551828756e+00,-2.737955088302572726e+00,7.798433414765151284e-01,-1.074853339501437022e+00
4.151218939254865958e+00,-3.187557708032087600e+00,1.119302902095457908e+00,-5.447939862503801134e-01
5.763576077305190282e+00,-4.081400744271537206e+00,-1.720120304255904120e+00,1.417369227976045920e+00
6.564422814767616465e+00,-4.750169609790970693e-01,-3.341812208725724709e+00,9.944463957267362098e-01
6.045474699350537939e+00,1.687435969736767793e+00,-4.149295428527945973e+00,3.078694234871763857e-01
2.825963065233748406e+00,1.934201842811273941e+00,-5.704309710981387838e-01,2.197384554351750341e-01
1.049698969437758311e+00,3.361511970868099830e+00,1.536479949020140623e+00,4.654697748094008269e-01
-3.473331123178117430e+00,4.308552597129375883e-01,2.308438279238181234e+00,2.310046110857083002e-01
-3.290798668909774349e+00,7.730181008252613450e-01,2.906414469117337251e+00,1.289483478393894433e+00
-2.835862680638073119e+00,9.030779783051571252e-01,2.938082968260066874e+00,6.855073599295236075e-01
-2.181029575418469868e+00,7.934575643949443036e-01,1.344326415696652788e+00,5.640233821363626054e-01
-2.148658110765198970e+00,1.565811792591878637e+00,1.628746530727499087e+00,-1.441543416274943645e+00
-3.189483995197531119e+00,8.932331681973636472e-01,1.325030384275829531e+00,-1.255463793907008352e+00
-1.960848825290225417e+00,-1.001757727826638522e+00,2.410318994727720376e-01,-1.039455775260400117e+00
-1.055361946690583697e+00,-2.599217122222885035e+00,-4.731719718285889442e-01,-2.361133954354964204e-01
1.331331773527083540e+00,-1.961283341440467343e+00,3.226645723436043500e-01,-5.081582383624115851e-01
2.779307549266001764e+00,-2.484766626441437865e+00,-2.608309459982852907e+00,-9.406184202714579223e-01
3.454570014117662957e+00,-2.380832239823191365e+00,-7.738865127220062590e-02,-1.374476330465860929e+00
3.906239496125454735e+00,-3.067369869342490230e+00,-1.190173733164519243e+00,-6.985826193713176036e-01
